id,laboratory_id,active_principle_id,"created_at","updated_at","nombre",cod_minsa,"concentracion","forma_farmaceutica","forma_farmaceutica_simp","presentacion"
13237,13,NULL,NULL,NULL,"DICLO K 50",43585,"50 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Comprimidos"
13238,13,NULL,NULL,NULL,"EDAGAN 200",43586,"200 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Comprimidos"
13240,13,NULL,NULL,NULL,"LOSACOR D 100",43720,"100 mg + 25 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Comprimidos"
13242,13,NULL,NULL,NULL,"I PATRIMUL",43809,"20 µg/Dosis","Aerosol para Inhalación","AEROSOL","Caja Envase Aerosol x 200 Dosis"
13245,13,NULL,NULL,NULL,"EDAGAN 25",43812,"25 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Comprimidos"
13247,13,NULL,NULL,NULL,"DORIXINA",43943,"100 mg/ 2 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL"
13248,13,NULL,NULL,NULL,"EZENTIUS 20",43999,"20 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Comprimidos Recubiertos"
13249,13,NULL,NULL,NULL,"PLENAIR 4",44001,"4 mg","Comprimido Masticable","TABLETA","Caja Envase Blister Comprimidos Masticables"
13250,13,NULL,NULL,NULL,"DOLOPROXEN",44024,"550 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
13251,13,NULL,NULL,NULL,"EDAGAN XR 50",44077,"50 mg","Comprimido recubierto de liberación prolongada","TABLETA","Caja Envase Blister Comprimidos"
13252,13,NULL,NULL,NULL,"EDAGAN XR 200",44078,"200 mg","Comprimido recubierto de liberación prolongada","TABLETA","Caja Envase Blister Comprimidos"
13253,13,NULL,NULL,NULL,"EDAGAN XR 300",44079,"300 mg","Comprimido recubierto de liberación prolongada","TABLETA","Caja Envase Blister Comprimidos"
13254,13,NULL,NULL,NULL,"EDAGAN XR 400",44080,"400 mg","Comprimido recubierto de liberación prolongada","TABLETA","Caja Envase Blister Comprimidos"
13255,13,NULL,NULL,NULL,"PRIVIGEN",44084,"10%","Solución Inyectable","INYECTABLE","Caja Vial x 50 mL"
13256,13,NULL,NULL,NULL,"LITASINA",44086,"2 mg/ mL","Solución para Perfusión","INYECTABLE","Bolsa x 300mL"
13257,13,NULL,NULL,NULL,"COLUFASE",44105,"500 mg","Tableta Recubierta","TABLETA","Caja envase blister tabletas recubiertas"
13262,13,NULL,NULL,NULL,"ACI-TIP",44213,"800 mg + 60 mg/10 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 200 mL + Accesorios"
13264,13,NULL,NULL,NULL,"DOLNOT",44215,"","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
13266,13,NULL,NULL,NULL,"PLENAIR 10",44410,"10 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos Recubiertos"
13269,13,NULL,NULL,NULL,"AIRPLEN",44506,"100 mcg/dosis","Aerosol para Inhalación","AEROSOL","Caja Envase Aerosol x 250 dosis (12.5 mL)"
13270,13,NULL,NULL,NULL,"PLIDAN COMPUESTO NF",44530,"10 mg + 125 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos Recubiertos"
13272,13,NULL,NULL,NULL,"AST",44562,"3 mg + 0.02 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Comprimidos Recubiertos"
13273,13,NULL,NULL,NULL,"ESMIRTAL 10",44572,"10 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos Recubiertos"
13275,13,NULL,NULL,NULL,"GANCIVIR 0,15%",44706,"0.15%","Gel Oftálmico","GEL","Caja Tubo x 5 g"
13276,13,NULL,NULL,NULL,"DERMOSUPRIL",44750,"0,05 %","Espuma tópica","ESPUMA","Caja Frasco x 50 gr"
13279,13,NULL,NULL,NULL,"REFLEXAN 5",44867,"5 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos Recubiertos"
13280,13,NULL,NULL,NULL,"LOSACOR 100",44873,"100 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos Recubiertos"
13281,13,NULL,NULL,NULL,"CORENTEL",44956,"2.5 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos Recubiertos"
13282,13,NULL,NULL,NULL,"AMOXIDAL DUO 250",45060,"250 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Caja Frasco x 90 mL + Accesorio"
13283,13,NULL,NULL,NULL,"ESMIRTAL 20",45106,"20 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos Recubiertos"
13284,13,NULL,NULL,NULL,"MANTIXA 2,5",45240,"2.5 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Comprimidos Recubiertas"
13285,13,NULL,NULL,NULL,"MANTIXAS 5",45241,"5 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Comprimidos Recubiertas"
13288,14,NULL,NULL,NULL,"DEXTROSA",42733,"10%","Solución Inyectable","INYECTABLE","Frasco x 1 L"
13296,14,NULL,NULL,NULL,"MAXISPORON",42829,"1 g/3 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 3 mL"
13297,14,NULL,NULL,NULL,"BRONCO MEDIMOX 500",42843,"500 mg + 4 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Caja Frasco x 60 mL"
13300,14,NULL,NULL,NULL,"CETAXEL IV 1000",42956,"1 g","Polvo para Solución Inyectable","INYECTABLE","Caja Vial + Solvente x 10 mL"
13303,14,NULL,NULL,NULL,"ATENSOR",43143,"2%","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco gotero x 5 mL"
13304,14,NULL,NULL,NULL,"AKA NEFRIN",43144,"0.12%","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco x 15 mL"
13308,14,NULL,NULL,NULL,"DENTIGEL DEL DR. ZAIDMAN - SABOR A FRAMBUESA",43329,"7.50%","Gel","JALEA","Frasco x 8 g"
13310,14,NULL,NULL,NULL,"MUCOBRONCOL COMPUESTO",43331,"7,5 mg + 0,005 mg","Solución Oral","SOLUCION","Caja Frasco x 20 mL"
13311,14,NULL,NULL,NULL,"ULCERAN",43332,"40 mg","Tableta Recubierta de Liberación Prolongada","TABLETA","Caja Envase Blister Tabletas"
13312,14,NULL,NULL,NULL,"HIDROXOCOBALAMINA",43384,"1 mg/ mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 1 mL"
13313,14,NULL,NULL,NULL,"DOLOFENAC FLEX",43386,"","Polvo para Solución Inyectable","INYECTABLE","Caja x Vial + Solvente"
13316,14,NULL,NULL,NULL,"MEJORALITO INFANTIL",43544,"120 mg/5 mL","Jarabe","SOLUCION","Caja Frasco x 60 mL"
13318,14,NULL,NULL,NULL,"CIPROFLOXACINO",43719,"0.30%","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco gotero x 5 mL"
13320,14,NULL,NULL,NULL,"LITIASIN",43736,"3.3 g + 1 g/5 g","Granulos para Solución Oral","GRANULOS","Caja Sobre x 5 g"
13324,14,NULL,NULL,NULL,"CLORURO DE SODIO",43756,"20%","Solución Inyectable","INYECTABLE","Caja Ampolla x 20 mL"
13325,14,NULL,NULL,NULL,"METFORMINA",43761,"850 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
13327,14,NULL,NULL,NULL,"SULFAMETOXAZOL + TRIMETOPRIMA",43766,"200 mg + 40 mg/5 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 60 mL"
13330,14,NULL,NULL,NULL,"VANCOMICINA",43772,"500 mg","POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION","INYECTABLE","Caja Vial"
13331,14,NULL,NULL,NULL,"LACTATO DE RINGER",43774,"","Solución Inyectable","INYECTABLE","Frasco x 1000 mL"
13332,14,NULL,NULL,NULL,"MEJORALITO INFANTIL",43776,"100 mg/mL","Solución Oral","SOLUCION","Caja Frasco gotero x 15 mL"
13337,14,NULL,NULL,NULL,"CADOTRIL LACTANTES",43847,"10 mg/1 g","Granulos para Suspensión Oral","GRANULOS","Caja Sobre x 1 g"
13340,14,NULL,NULL,NULL,"MEDIBIOT FORTE",43851,"400 mg + 80 mg/5 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 105 mL"
13344,14,NULL,NULL,NULL,"MEDROXIPROGESTERONA",43896,"5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
13346,14,NULL,NULL,NULL,"CLORFENAMINA",44014,"2 mg/5 mL","Jarabe","SOLUCION","Frasco x 120 mL"
13347,14,NULL,NULL,NULL,"GASEOVET SABOR A FRESA",44040,"80 mg /mL","Suspensión Oral","SUSPENSION","Caja Frasco Gotero x 60 mL"
13348,14,NULL,NULL,NULL,"GRAVOL PEDIATRICO",44041,"30 mg /3 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 3 mL"
13349,14,NULL,NULL,NULL,"CADOTRIL NIÑOS",44042,"30 mg /3 gr","Granulos para Suspensión Oral","GRANULOS","Caja Sobre x 3 gr."
13350,14,NULL,NULL,NULL,"SUERO FISIOLOGICO",44044,"9 %o","Solución para Perfusión","INYECTABLE","Frasco x 100 mL"
13351,14,NULL,NULL,NULL,"ANDREWS ® SABOR A MENTA",44049,"","Suspensión Oral","SUSPENSION","Frasco x 200 mL"
13352,14,NULL,NULL,NULL,"ANDREWS",44050,"","Suspensión Oral","SUSPENSION","Frasco x 200 mL"
13355,14,NULL,NULL,NULL,"MIDAZOLAM",44073,"5 mg/ 5 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 5 mL"
13356,14,NULL,NULL,NULL,"FENICOL",44074,"0.50%","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco Gotero x 5 mL"
13360,14,NULL,NULL,NULL,"LORATADINA",44115,"5 mg/5 mL","Jarabe","SOLUCION","Caja Frasco x 60 mL"
13361,14,NULL,NULL,NULL,"TRIFAMOX",44116,"125 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Caja Frasco x 60 mL"
13366,14,NULL,NULL,NULL,"EVACLEAN",44139,"","Polvo para Solución Oral","SOLUCION","Caja Sobre x 109.6 g"
13367,14,NULL,NULL,NULL,"FURACIN",44140,"0.20%","Solución Tópica","AEROSOL","Caja Frasco x 60 mL"
13369,14,NULL,NULL,NULL,"IMIPENEM + CILASTATINA",44142,"500 mg + 500 mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
13370,14,NULL,NULL,NULL,"MEDIBIOT FORTE",44143,"800 mg + 160 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
13373,14,NULL,NULL,NULL,"AMIKABIOT",44146,"100 mg/2 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL"
13374,14,NULL,NULL,NULL,"AMIKABIOT",44147,"10 mg/2 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL"
13375,14,NULL,NULL,NULL,"BRONCOXAN DILAT",44150,"7.5 mg + 0.005 mg /mL","Solución Oral","SOLUCION","Caja Frasco x 15 mL"
13378,14,NULL,NULL,NULL,"SALES DE REHIDRATACION ORAL",44153,"","Polvo para Solución Oral","SOLUCION","Caja Sobre x 27.9 g"
13380,14,NULL,NULL,NULL,"ENCIGEL",44432,"","Gel","JALEA","Caja Tubo x 10 g"
13382,14,NULL,NULL,NULL,"BRONCO TRIFAMOX 250",44477,"","Polvo para Suspensión Oral","SUSPENSION","Caja Frasco x 105 mL"
13383,14,NULL,NULL,NULL,"ENDOVIT PLUS",44478,"","Solución Inyectable","INYECTABLE","Caja Ampollas x 2 mL"
13387,14,NULL,NULL,NULL,"CLINDESS",44606,"300 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
13388,14,NULL,NULL,NULL,"GASEOVET CB",44607,"125 mg","Cápsula Blanda","CAPSULA","Caja Envase Blister Cápsulas"
13390,14,NULL,NULL,NULL,"CEFACROL IV 1000",44685,"1 g","Polvo para Solución Inyectable","INYECTABLE","Caja Vial + Ampolla Solvente x 10 mL"
13391,14,NULL,NULL,NULL,"SITIDERM NF",44686,"0.050 g + 0.100 g + 1.000 g","Crema","CREMA","Caja Tubo x 10 g"
13392,14,NULL,NULL,NULL,"AMIKABIOT",44687,"250 mg/2 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL"
13393,14,NULL,NULL,NULL,"CLORURO DE SODIO",44688,"9 ‰","Solución para Perfusión","INYECTABLE","Caja Bolsa x 100 mL"
13394,14,NULL,NULL,NULL,"MIDAZOLAM",44708,"5 mg/5 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 5 mL"
13396,14,NULL,NULL,NULL,"CLORHEXIDINA",44768,"4%","Solución","SOLUCION","Frasco x 1 L"
13397,14,NULL,NULL,NULL,"LIDOCAINA 2% CON EPINEFRINA",44769,"1:100 000","Solución Inyectable","INYECTABLE","Caja Carpulas x 1.8 mL"
13399,14,NULL,NULL,NULL,"YODOPOVIDONA",44880,"10%","Solución Tópica","AEROSOL","Frasco x 60 mL"
13400,14,NULL,NULL,NULL,"AMPIBACTAM",44885,"375 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas Recubiertas"
13403,14,NULL,NULL,NULL,"FLUCONAZOL",44960,"50 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas Recubiertas"
13404,14,NULL,NULL,NULL,"GLUCOTRIN",44964,"850 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas Recubiertas"
13405,14,NULL,NULL,NULL,"HIDROCORTISONA",44965,"250 mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
13406,14,NULL,NULL,NULL,"GLUCOTRIN",45087,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas Recubiertas"
13407,14,NULL,NULL,NULL,"GLUCOTRIN",45088,"1000 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas Recubiertas"
13408,14,NULL,NULL,NULL,"CLOPAM",45089,"0.5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
13409,14,NULL,NULL,NULL,"CLOPAM",45090,"2 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
13410,14,NULL,NULL,NULL,"PROMESTINE",45091,"1%","Crema Vaginal","CREMA","Caja Tubo x 15 g"
13412,14,NULL,NULL,NULL,"AMINOFILINA",45094,"250 mg /10 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 10 mL"
13413,14,NULL,NULL,NULL,"CLORANFENICOL",45107,"250 mg/5 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 60 mL + Accesorio"
13414,14,NULL,NULL,NULL,"EQUALAX",45136,"5 mg","Tableta Recubierta de Liberación Prolongada","TABLETA","Caja Envase Blister Tabletas Recubiertas"
13415,14,NULL,NULL,NULL,"SULFAMETOXAZOL + TRIMETOPRIMA",45224,"400 mg + 80 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
13416,14,NULL,NULL,NULL,"OMEPRAZOL",45234,"40 mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
13417,14,NULL,NULL,NULL,"HEXIDINE A.V.A.",45235,"2%","Solución Tópica","AEROSOL","Frasco x 1000mL"
13419,14,NULL,NULL,NULL,"HEXIDINE A.V.A.",45239,"4%","Solución Tópica","AEROSOL","Frasco x 1000mL"
13422,15,NULL,NULL,NULL,"LEBRINA",42671,"0.5 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
13423,15,NULL,NULL,NULL,"XUMER",42672,"60 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
13424,15,NULL,NULL,NULL,"XUMER",42673,"90 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
13425,15,NULL,NULL,NULL,"XUMER",42674,"120 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
13426,15,NULL,NULL,NULL,"CLINFOL DUO",42806,"100 mg + 40 mg","Cápsula Blanda","CAPSULA","Caja Envase Blister Cápsulas"
13427,15,NULL,NULL,NULL,"USENTA",42811,"125 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
13428,15,NULL,NULL,NULL,"DATIZIC",43068,"10 mg","Comprimido recubierto de liberación prolongada","TABLETA","Caja Envase Blíster Comprimidos"
13431,15,NULL,NULL,NULL,"PROLIA",43545,"60 mg/mL","Solución Inyectable","INYECTABLE","Caja Jeringa Prellenada x 1 mL"
13435,15,NULL,NULL,NULL,"ETACONIL",43642,"250 mg","Comprimido","TABLETA","Caja Envase Blister Comprimidos"
13441,15,NULL,NULL,NULL,"XGEVA",44008,"120 mg/1.7 mL","Solución Inyectable","INYECTABLE","Caja x 1 vial x 1.7 mL"
13444,15,NULL,NULL,NULL,"REVLIMID",44018,"10 mg","Cápsula","CAPSULA","Caja Envase Blister Capsulas"
13445,15,NULL,NULL,NULL,"REVLIMID",44019,"25 mg","Cápsula","CAPSULA","Caja Envase Blister Capsulas"
13446,15,NULL,NULL,NULL,"REVLIMID",44021,"15 mg","Cápsula","CAPSULA","Caja Envase Blister Capsulas"
13448,15,NULL,NULL,NULL,"CARDIOXANE",44392,"500 mg","Polvo para Solución para Perfusión","INYECTABLE","Caja Vial"
13449,15,NULL,NULL,NULL,"TAMSULON DUO",44667,"0.5 mg + 0.4 mg","Cápsula","CAPSULA","Caja Envase Blíster Cápsulas"
13451,15,NULL,NULL,NULL,"ATENUAL",45105,"30 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
13452,15,NULL,NULL,NULL,"PREBICTAL",45116,"50 mg","Cápsula","CAPSULA","Caja Envase Blíster Cápsulas"
13453,15,NULL,NULL,NULL,"ISTARIL",45118,"3.75 mg + 23 mg","Cápsula de Liberación Prolongada","CAPSULA","Caja Envase Blíster Cápsulas de Liberación Prolongada"
13454,15,NULL,NULL,NULL,"ISTARIL",45119,"7.5 mg + 46 mg","Cápsula de Liberación Prolongada","CAPSULA","Caja Envase Blíster Cápsulas de Liberación Prolongada"
13455,15,NULL,NULL,NULL,"ISTARIL",45120,"15 mg + 92 mg","Cápsula de Liberación Prolongada","CAPSULA","Caja Envase Blíster Cápsulas de Liberación Prolongada"
13457,15,NULL,NULL,NULL,"COLMIBE",45128,"20 mg + 10 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
13458,15,NULL,NULL,NULL,"BRUNELLE",45138,"2 mg + 0.03 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos Recubiertos"
13465,16,NULL,NULL,NULL,"VENOFER",43324,"100 mg/5 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 5 mL"
13466,16,NULL,NULL,NULL,"AERO OM FORTE - SABOR ANIS",43402,"125 mg","Comprimido Masticable","TABLETA","Caja Envase Blister Comprimidos"
13467,16,NULL,NULL,NULL,"AERO OM",43802,"40 mg","Comprimido Masticable","TABLETA","Caja Envase Blister Comprimidos"
13472,16,NULL,NULL,NULL,"DOXIPROCT PLUS",44154,"4 g + 2 g + 0,025 g","Pomada","UNGUENTO","Caja Tubo x 30 g"
13479,17,NULL,NULL,NULL,"SUPRACYCLIN FORTE",43327,"200 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
13480,17,NULL,NULL,NULL,"DONECIL",43839,"5 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Comprimidos"
13492,17,NULL,NULL,NULL,"CODIPRONT",44681,"30 mg + 10 mg","Cápsula","CAPSULA","Caja Envase Blíster Cápsulas"
13493,18,NULL,NULL,NULL,"MOMETALIV",42755,"0.10%","Crema","CREMA","Caja Tubo x 15 g"
13495,18,NULL,NULL,NULL,"AMBROMEXINA 30",42801,"30 mg/5 mL","Jarabe","SOLUCION","Frasco x 120 mL"
13498,18,NULL,NULL,NULL,"HIRUALIV FORTE",43365,"0.45%","Crema","CREMA","Caja Tubo x 20 g"
13502,18,NULL,NULL,NULL,"CLORANFENICOL",44075,"250 mg/ 5 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 60 mL"
13503,18,NULL,NULL,NULL,"CLORANFENICOL",44169,"500 mg","Cápsula","CAPSULA","Caja Envase Blíster"
13505,18,NULL,NULL,NULL,"IBUSOL",44597,"100 mg/5 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 60 mL"
13506,18,NULL,NULL,NULL,"MICODYM",44760,"1%","Crema","CREMA","Caja Tubo x 30 g"
13507,18,NULL,NULL,NULL,"DIPROFEN",44762,"2.50%","Gel","JALEA","Caja Tubo x 60 g"
13508,18,NULL,NULL,NULL,"BISMUALIV",44766,"87.33 mg/ 5 mL","Suspensión Oral","SUSPENSION","Frasco x 150 mL"
13509,18,NULL,NULL,NULL,"BISMUALIV",44775,"87.33 mg/5 mL","Suspensión Oral","SUSPENSION","Frasco x 340mL"
13511,18,NULL,NULL,NULL,"MICOALIV",44932,"1%","Crema","CREMA","Caja Tubo x 30 g"
13513,18,NULL,NULL,NULL,"MUPIROTRIM",45018,"2%","Crema","CREMA","Caja Tubo x 20 g"
13514,19,NULL,NULL,NULL,"NINLARO",44967,"2.3 mg","Cápsula","CAPSULA","Caja Envase Blíster Cápsula"
13515,19,NULL,NULL,NULL,"NINLARO",44968,"3 mg","Cápsula","CAPSULA","Caja Envase Blíster Cápsula"
13516,19,NULL,NULL,NULL,"NINLARO",44969,"4 mg","Cápsula","CAPSULA","Caja Envase Blíster Cápsula"
13517,20,NULL,NULL,NULL,"CRONOPEP 20",43649,"20 mg","Tableta de Liberación Retardada","TABLETA","Caja Envase Blister Tabletas"
13518,20,NULL,NULL,NULL,"CRONOPEP 40",43650,"40 mg","Tableta de Liberación Retardada","TABLETA","Caja Envase Blister Tabletas"
13519,20,NULL,NULL,NULL,"SALBUREX",43651,"100 mcg/Dosis","Aerosol para Inhalación","AEROSOL","Caja Inhalador x 200 Dosis"
13520,20,NULL,NULL,NULL,"ARAPLUS",43652,"150 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
13521,20,NULL,NULL,NULL,"ARAPLUS",43791,"300 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
13524,20,NULL,NULL,NULL,"FLUTIMAR 125",44334,"125 mcg/Dosis","Aerosol para Inhalación","AEROSOL","Caja Envase Aerosol x 120 Dosis"
13526,21,NULL,NULL,NULL,"FERANIN FOL 1000",42796,"1000 µg + 100 mg","Grageas","TABLETA","Caja Envase Blister Grageas"
13527,21,NULL,NULL,NULL,"AZIQUILAB",42945,"500 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
13528,21,NULL,NULL,NULL,"NODIAL",43064,"","Crema","CREMA","Caja Tubo x 10 g"
13529,21,NULL,NULL,NULL,"MYRBETRIC",43311,"50 mg","Comprimido de liberación prolongada","TABLETA","Caja Envase Blister Comprimidos"
13531,21,NULL,NULL,NULL,"COMBIGAN",43588,"0.2 % + 0.5 %","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco gotero x 5 mL"
13532,21,NULL,NULL,NULL,"ZYMARAN",43618,"0.30%","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco gotero x 5 mL"
13536,21,NULL,NULL,NULL,"REPRIMAN",43960,"250 mg/ 5 mL","Jarabe","SOLUCION","Frasco x 50 mL"
13537,21,NULL,NULL,NULL,"SILDENAFILO",43965,"100 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Comprimidos Recubiertos"
13538,21,NULL,NULL,NULL,"SILDENAFILO",43966,"50 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Comprimidos Recubiertos"
13540,21,NULL,NULL,NULL,"ANTIGRIPINA PLUS",44114,"500 mg + 5 mg + 2 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Comprimidos Recubiertos"
13542,21,NULL,NULL,NULL,"BOTOX BTX - A",44293,"50 U","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
13543,21,NULL,NULL,NULL,"LOCERYL",44298,"0.25%","Crema","CREMA","Caja Tubo x 20 g"
13546,21,NULL,NULL,NULL,"FERANIN FORTE",44627,"50 mg/ mL","Solución Oral","SOLUCION","Caja Frasco Gotero x 20 mL"
13549,21,NULL,NULL,NULL,"HONGOCID LACA",44717,"25%","Solución","SOLUCION","Caja Frasco x 12 mL"
13550,21,NULL,NULL,NULL,"BETAMETASONA",44724,"0,05%","Crema","CREMA","Caja Tubo x 20 g"
13555,22,NULL,NULL,NULL,"SILDEN UP",42924,"50 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas Recubiertas"
13556,22,NULL,NULL,NULL,"LEVOCIX 500",43843,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
13557,22,NULL,NULL,NULL,"AZITROMAC",44448,"500 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
13558,22,NULL,NULL,NULL,"LOSADEL 50",44526,"50 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas Recubiertas"
13560,22,NULL,NULL,NULL,"LANZO-DEL",45129,"30 mg","Cápsula de Liberación Retardada","CAPSULA","Caja Folio Cápsulas de Liberación Retardada"
13561,23,NULL,NULL,NULL,"N BUTIL BROMURO DE HIOSCINA",43147,"20 mg/mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 1 mL"
13562,23,NULL,NULL,NULL,"EVIGAX FORTE",44120,"250 mg","Cápsula Blanda","CAPSULA","Caja Envase Blister Cápsulas Blandas"
13564,23,NULL,NULL,NULL,"ISOFACE",44177,"10 mg","Cápsula Blanda","CAPSULA","Caja Envase Blíster Capsulas blandas"
13565,23,NULL,NULL,NULL,"CLENOX",44270,"20 mg/0.2 mL","Solución Inyectable","INYECTABLE","Caja Jeringa Prellenada x 0.2 mL"
13566,23,NULL,NULL,NULL,"MEROBAC",44291,"1 g","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
13567,23,NULL,NULL,NULL,"TAPECTAM",44296,"4,5 g","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
13568,23,NULL,NULL,NULL,"MENISTIN",44321,"8 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
13569,23,NULL,NULL,NULL,"MENISTIN",44322,"16 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
13570,23,NULL,NULL,NULL,"BIANOS",44414,"1 g","Tableta","TABLETA","Caja Envase Blister Tabletas"
13571,23,NULL,NULL,NULL,"ALZIT",44612,"10 mg","Tableta Recubierta","TABLETA","Caja Tabletas Recubiertas"
13572,23,NULL,NULL,NULL,"ALERCET",44626,"5 mg/ 5 mL","Jarabe","SOLUCION","Caja Frasco x 60 mL"
13573,23,NULL,NULL,NULL,"PIPERACILINA + TAZOBACTAM",44836,"4 g + 0,5 g","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
13574,23,NULL,NULL,NULL,"ALERCET D",44853,"","Cápsula de Liberación Prolongada","CAPSULA","Caja Envase Blíster Cápsulas de Liberación Prolongada"
13576,23,NULL,NULL,NULL,"ISPIDON",44875,"3 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas Recubiertas"
13577,23,NULL,NULL,NULL,"ISPIDON",44876,"2 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas Recubiertas"
13578,23,NULL,NULL,NULL,"ISPIDON",44877,"1 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas Recubiertas"
13579,23,NULL,NULL,NULL,"LAGRIFRESH",44902,"3 mg + 1 mg/1 mL","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco Gotero x 15 mL"
13580,23,NULL,NULL,NULL,"MOXETIN",44954,"20 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas Recubiertas"
